aaa	
jigj	Ṝṗ
jigk	ṗṜ
jigl	ṝṗ
jigm	ṗṝ
jign	Ṟṗ
jigo	ṗṞ
jigp	ṟṗ
jigq	ṗṟ
jigr	Ṡṗ
jigs	ṗṠ
jigt	ṡṗ
jigu	ṗṡ
jigv	Ṣṗ
jigw	ṗṢ
jigx	ṣṗ
jiha	⌠⌠
jihb	⌡⌠
jihc	⌠⌡
jihd	⌢⌠
jihe	⌠⌢
jihf	⌣⌠
jihg	⌠⌣
jihh	⌤⌠
jihi	⌠⌤
jihj	⌥⌠
jihk	⌠⌥
jihl	⌦⌠
jihm	⌠⌦
jihn	⌧⌠
jiho	⌠⌧
jihp	⌨⌠
jihq	⌠⌨
jihr	〈⌠
jihs	⌠〈
jiht	〉⌠
jihu	⌠〉
jihv	⌫⌠
jihw	⌠⌫
jiia	⟩⟩
jiib	⟪⟩
jiic	⟩⟪
jiid	⟫⟩
jiie	⟩⟫
jiif	⟬⟩
jiig	⟩⟬
jiih	⟭⟩
jiii	⟩⟭
jiij	⟮⟩
jiik	⟩⟮
jiil	⟯⟩
jiim	⟩⟯
jiin	⟰⟩
jiio	⟩⟰
jiip	⟱⟩
jiiq	⟩⟱
jiir	⟲⟩
jiis	⟩⟲
jiit	⟳⟩
jiiu	⟩⟳
jija	ⲲⲲ
jijb	ⲳⲲ
jijc	Ⲳⲳ
jijd	ⲴⲲ
jije	ⲲⲴ
jijf	ⲵⲲ
jijg	Ⲳⲵ
jijh	ⲶⲲ
jiji	ⲲⲶ
jijj	ⲷⲲ
jijk	Ⲳⲷ
jijl	ⲸⲲ
jijm	ⲲⲸ
jijn	ⲹⲲ
jijo	Ⲳⲹ
jijp	ⲺⲲ
jijq	ⲲⲺ
jijr	ⲻⲲ
jijs	Ⲳⲻ
jijt	ⲼⲲ
jika	ㅻㅻ
jikb	ㅼㅻ
jikc	ㅻㅼ
jikd	ㅽㅻ
jike	ㅻㅽ
jikf	ㅾㅻ
jikg	ㅻㅾ
jikh	ㅿㅻ
jiki	ㅻㅿ
jikj	ㆀㅻ
jikk	ㅻㆀ
jikl	ㆁㅻ
jikm	ㅻㆁ
jikn	ㆂㅻ
jiko	ㅻㆂ
jikp	ㆃㅻ
jikq	ㅻㆃ
jikr	ㆄㅻ
jiks	ㅻㆄ
jjaa	ǄǄ
jjab	ǅǄ
jjac	Ǆǅ
jjad	ǆǄ
jjae	Ǆǆ
jjaf	ǇǄ
jjag	ǄǇ
jjah	ǈǄ
jjai	Ǆǈ
jjaj	ǉǄ
jjak	Ǆǉ
jjal	ǊǄ
jjam	ǄǊ
jjan	ǋǄ
jjao	Ǆǋ
jjap	ǌǄ
jjaq	Ǆǌ
jjar	ǍǄ
jjas	ǄǍ
jjat	ǎǄ
jjau	Ǆǎ
jjav	ǏǄ
jjaw	ǄǏ
jjax	ǐǄ
jjay	Ǆǐ
jjaz	ǑǄ
jjba	ڍڍ
jjbb	ڎڍ
jjbc	ڍڎ
jjbd	ڏڍ
jjbe	ڍڏ
jjbf	ڐڍ
jjbg	ڍڐ
jjbh	ڑڍ
jjbi	ڍڑ
jjbj	ڒڍ
jjbk	ڍڒ
jjbl	ړڍ
jjbm	ڍړ
jjbn	ڔڍ
jjbo	ڍڔ
jjbp	ڕڍ
jjbq	ڍڕ
jjbr	ږڍ
jjbs	ڍږ
jjbt	ڗڍ
jjbu	ڍڗ
jjbv	ژڍ
jjbw	ڍژ
jjbx	ڙڍ
jjby	ڍڙ
jjbz	ښڍ
jjca	ୖୖ
jjcb	ୗୖ
jjcc	ୖୗ
jjcd	୘ୖ
jjce	ୖ୘
jjcf	୙ୖ
jjcg	ୖ୙
jjch	୚ୖ
jjci	ୖ୚
jjcj	୛ୖ
jjck	ୖ୛
jjcl	ଡ଼ୖ
jjcm	ୖଡ଼
jjcn	ଢ଼ୖ
jjco	ୖଢ଼
jjcp	୞ୖ
jjcq	ୖ୞
jjcr	ୟୖ
jjcs	ୖୟ
jjct	ୠୖ
jjcu	ୖୠ
jjcv	ୡୖ
jjcw	ୖୡ
jjcx	ୢୖ
jjcy	ୖୢ
jjcz	ୣୖ
jjda	ဟဟ
jjdb	ဠဟ
jjdc	ဟဠ
jjdd	အဟ
jjde	ဟအ
jjdf	ဢဟ
jjdg	ဟဢ
jjdh	ဣဟ
jjdi	ဟဣ
jjdj	ဤဟ
jjdk	ဟဤ
jjdl	ဥဟ
jjdm	ဟဥ
jjdn	ဦဟ
jjdo	ဟဦ
jjdp	ဧဟ
jjdq	ဟဧ
jjdr	ဨဟ
jjds	ဟဨ
jjdt	ဩဟ
jjdu	ဟဩ
jjdv	ဪဟ
jjdw	ဟဪ
jjdx	ါဟ
jjdy	ဟါ
jjdz	ာဟ
jjea	ᓨᓨ
jjeb	ᓩᓨ
jjec	ᓨᓩ
jjed	ᓪᓨ
jjee	ᓨᓪ
jjef	ᓫᓨ
jjeg	ᓨᓫ
jjeh	ᓬᓨ
jjei	ᓨᓬ
jjej	ᓭᓨ
jjek	ᓨᓭ
jjel	ᓮᓨ
jjem	ᓨᓮ
jjen	ᓯᓨ
jjeo	ᓨᓯ
jjep	ᓰᓨ
jjeq	ᓨᓰ
jjer	ᓱᓨ
jjes	ᓨᓱ
jjet	ᓲᓨ
jjeu	ᓨᓲ
jjev	ᓳᓨ
jjew	ᓨᓳ
jjex	ᓴᓨ
jjey	ᓨᓴ
jjez	ᓵᓨ
jjfa	ᦱᦱ
jjfb	ᦲᦱ
jjfc	ᦱᦲ
jjfd	ᦳᦱ
jjfe	ᦱᦳ
jjff	ᦴᦱ
jjfg	ᦱᦴ
jjfh	ᦵᦱ
jjfi	ᦱᦵ
jjfj	ᦶᦱ
jjfk	ᦱᦶ
jjfl	ᦷᦱ
jjfm	ᦱᦷ
jjfn	ᦸᦱ
jjfo	ᦱᦸ
jjfp	ᦹᦱ
jjfq	ᦱᦹ
jjfr	ᦺᦱ
jjfs	ᦱᦺ
jjft	ᦻᦱ
jjfu	ᦱᦻ
jjfv	ᦼᦱ
jjfw	ᦱᦼ
jjfx	ᦽᦱ
jjfy	ᦱᦽ
jjga	ṺṺ
jjgb	ṻṺ
jjgc	Ṻṻ
jjgd	ṼṺ
jjge	ṺṼ
jjgf	ṽṺ
jjgg	Ṻṽ
jjgh	ṾṺ
jjgi	ṺṾ
jjgj	ṿṺ
jjgk	Ṻṿ
jjgl	ẀṺ
jjgm	ṺẀ
jjgn	ẁṺ
jjgo	Ṻẁ
jjgp	ẂṺ
jjgq	ṺẂ
jjgr	ẃṺ
jjgs	Ṻẃ
jjgt	ẄṺ
jjgu	ṺẄ
jjgv	ẅṺ
jjgw	Ṻẅ
jjgx	ẆṺ
jjha	⍃⍃
jjhb	⍄⍃
jjhc	⍃⍄
jjhd	⍅⍃
jjhe	⍃⍅
jjhf	⍆⍃
jjhg	⍃⍆
jjhh	⍇⍃
jjhi	⍃⍇
jjhj	⍈⍃
jjhk	⍃⍈
jjhl	⍉⍃
jjhm	⍃⍉
jjhn	⍊⍃
jjho	⍃⍊
jjhp	⍋⍃
jjhq	⍃⍋
jjhr	⍌⍃
jjhs	⍃⍌
jjht	⍍⍃
jjhu	⍃⍍
jjhv	⍎⍃
jjhw	⍃⍎
jjia	⠌⠌
jjib	⠍⠌
jjic	⠌⠍
jjid	⠎⠌
jjie	⠌⠎
jjif	⠏⠌
jjig	⠌⠏
jjih	⠐⠌
jjii	⠌⠐
jjij	⠑⠌
jjik	⠌⠑
jjil	⠒⠌
jjim	⠌⠒
jjin	⠓⠌
jjio	⠌⠓
jjip	⠔⠌
jjiq	⠌⠔
jjir	⠕⠌
jjis	⠌⠕
jjit	⠖⠌
jjiu	⠌⠖
jjja	ⳕⳕ
jjjb	Ⳗⳕ
jjjc	ⳕⳖ
jjjd	ⳗⳕ
jjje	ⳕⳗ
jjjf	Ⳙⳕ
jjjg	ⳕⳘ
jjjh	ⳙⳕ
jjji	ⳕⳙ
jjjj	Ⳛⳕ
jjjk	ⳕⳚ
jjjl	ⳛⳕ
jjjm	ⳕⳛ
jjjn	Ⳝⳕ
jjjo	ⳕⳜ
jjjp	ⳝⳕ
jjjq	ⳕⳝ
jjjr	Ⳟⳕ
jjjs	ⳕⳞ
jjjt	ⳟⳕ
jjka	㆞㆞
jjkb	㆟㆞
jjkc	㆞㆟
jjkd	ㆠ㆞
jjke	㆞ㆠ
jjkf	ㆡ㆞
jjkg	㆞ㆡ
jjkh	ㆢ㆞
jjki	㆞ㆢ
jjkj	ㆣ㆞
jjkk	㆞ㆣ
jjkl	ㆤ㆞
jjkm	㆞ㆤ
jjkn	ㆥ㆞
jjko	㆞ㆥ
jjkp	ㆦ㆞
jjkq	㆞ㆦ
jjkr	ㆧ㆞
jjks	㆞ㆧ
jkaa	ǧǧ
jkab	Ǩǧ
jkac	ǧǨ
jkad	ǩǧ
jkae	ǧǩ
jkaf	Ǫǧ
jkag	ǧǪ
jkah	ǫǧ
jkai	ǧǫ
jkaj	Ǭǧ
jkak	ǧǬ
jkal	ǭǧ
jkam	ǧǭ
jkan	Ǯǧ
jkao	ǧǮ
jkap	ǯǧ
jkaq	ǧǯ
jkar	ǰǧ
jkas	ǧǰ
jkat	Ǳǧ
jkau	ǧǱ
jkav	ǲǧ
jkaw	ǧǲ
jkax	ǳǧ
jkay	ǧǳ
jkaz	Ǵǧ
jkba	ڰڰ
jkbb	ڱڰ
jkbc	ڰڱ
jkbd	ڲڰ
jkbe	ڰڲ
jkbf	ڳڰ
jkbg	ڰڳ
jkbh	ڴڰ
jkbi	ڰڴ
jkbj	ڵڰ
jkbk	ڰڵ
jkbl	ڶڰ
jkbm	ڰڶ
jkbn	ڷڰ
jkbo	ڰڷ
jkbp	ڸڰ
jkbq	ڰڸ
jkbr	ڹڰ
jkbs	ڰڹ
jkbt	ںڰ
jkbu	ڰں
jkbv	ڻڰ
jkbw	ڰڻ
jkbx	ڼڰ
jkby	ڰڼ
jkbz	ڽڰ
jkca	୹୹
jkcb	୺୹
jkcc	୹୺
jkcd	୻୹
jkce	୹୻
jkcf	୼୹
jkcg	୹୼
jkch	୽୹
jkci	୹୽
jkcj	୾୹
jkck	୹୾
jkcl	୿୹
jkcm	୹୿
jkcn	஀୹
jkco	୹஀
jkcp	஁୹
jkcq	୹஁
jkcr	ஂ୹
jkcs	୹ஂ
jkct	ஃ୹
jkcu	୹ஃ
jkcv	஄୹
jkcw	୹஄
jkcx	அ୹
jkcy	୹அ
jkcz	ஆ୹
jkda	၂၂
jkdb	၃၂
jkdc	၂၃
jkdd	၄၂
jkde	၂၄
jkdf	၅၂
jkdg	၂၅
jkdh	၆၂
jkdi	၂၆
jkdj	၇၂
jkdk	၂၇
jkdl	၈၂
jkdm	၂၈
jkdn	၉၂
jkdo	၂၉
jkdp	၊၂
jkdq	၂၊
jkdr	။၂
jkds	၂။
jkdt	၌၂
jkdu	၂၌
jkdv	၍၂
jkdw	၂၍
jkdx	၎၂
jkdy	၂၎
jkdz	၏၂
jkea	ᔋᔋ
jkeb	ᔌᔋ
jkec	ᔋᔌ
jked	ᔍᔋ
jkee	ᔋᔍ
jkef	ᔎᔋ
jkeg	ᔋᔎ
jkeh	ᔏᔋ
jkei	ᔋᔏ
jkej	ᔐᔋ
jkek	ᔋᔐ
jkel	ᔑᔋ
jkem	ᔋᔑ
jken	ᔒᔋ
jkeo	ᔋᔒ
jkep	ᔓᔋ
jkeq	ᔋᔓ
jker	ᔔᔋ
jkes	ᔋᔔ
jket	ᔕᔋ
jkeu	ᔋᔕ
jkev	ᔖᔋ
jkew	ᔋᔖ
jkex	ᔗᔋ
jkey	ᔋᔗ
jkez	ᔘᔋ
jkfa	᧔᧔
jkfb	᧕᧔
jkfc	᧔᧕
jkfd	᧖᧔
jkfe	᧔᧖
jkff	᧗᧔
jkfg	᧔᧗
jkfh	᧘᧔
jkfi	᧔᧘
jkfj	᧙᧔
jkfk	᧔᧙
jkfl	᧚᧔
jkfm	᧔᧚
jkfn	᧛᧔
jkfo	᧔᧛
jkfp	᧜᧔
jkfq	᧔᧜
jkfr	᧝᧔
jkfs	᧔᧝
jkft	᧞᧔
jkfu	᧔᧞
jkfv	᧟᧔
jkfw	᧔᧟
jkfx	᧠᧔
jkfy	᧔᧠
jkga	ẝẝ
jkgb	ẞẝ
jkgc	ẝẞ
jkgd	ẟẝ
jkge	ẝẟ
jkgf	Ạẝ
jkgg	ẝẠ
jkgh	ạẝ
jkgi	ẝạ
jkgj	Ảẝ
jkgk	ẝẢ
jkgl	ảẝ
jkgm	ẝả
jkgn	Ấẝ
jkgo	ẝẤ
jkgp	ấẝ
jkgq	ẝấ
jkgr	Ầẝ
jkgs	ẝẦ
jkgt	ầẝ
jkgu	ẝầ
jkgv	Ẩẝ
jkgw	ẝẨ
jkha	⍦⍦
jkhb	⍧⍦
jkhc	⍦⍧
jkhd	⍨⍦
jkhe	⍦⍨
jkhf	⍩⍦
jkhg	⍦⍩
jkhh	⍪⍦
jkhi	⍦⍪
jkhj	⍫⍦
jkhk	⍦⍫
jkhl	⍬⍦
jkhm	⍦⍬
jkhn	⍭⍦
jkho	⍦⍭
jkhp	⍮⍦
jkhq	⍦⍮
jkhr	⍯⍦
jkhs	⍦⍯
jkht	⍰⍦
jkhu	⍦⍰
jkhv	⍱⍦
jkhw	⍦⍱
jkia	⠯⠯
jkib	⠰⠯
jkic	⠯⠰
jkid	⠱⠯
jkie	⠯⠱
jkif	⠲⠯
jkig	⠯⠲
jkih	⠳⠯
jkii	⠯⠳
jkij	⠴⠯
jkik	⠯⠴
jkil	⠵⠯
jkim	⠯⠵
jkin	⠶⠯
jkio	⠯⠶
jkip	⠷⠯
jkiq	⠯⠷
jkir	⠸⠯
jkis	⠯⠸
jkit	⠹⠯
jkiu	⠯⠹
jkja	⳸⳸
jkjb	⳹⳸
jkjc	⳸⳹
jkjd	⳺⳸
jkje	⳸⳺
jkjf	⳻⳸
jkjg	⳸⳻
jkjh	⳼⳸
jkji	⳸⳼
jkjj	⳽⳸
jkjk	⳸⳽
jkjl	⳾⳸
jkjm	⳸⳾
jkjn	⳿⳸
jkjo	⳸⳿
jkjp	ⴀ⳸
jkjq	⳸ⴀ
jkjr	ⴁ⳸
jkjs	⳸ⴁ
jkjt	ⴂ⳸
jkka	㇁㇁
jkkb	㇂㇁
jkkc	㇁㇂
jkkd	㇃㇁
jkke	㇁㇃
jkkf	㇄㇁
jkkg	㇁㇄
jkkh	㇅㇁
jkki	㇁㇅
jkkj	㇆㇁
jkkk	㇁㇆
jkkl	㇇㇁
jkkm	㇁㇇
jkkn	㇈㇁
jkko	㇁㇈
jkkp	㇉㇁
jkkq	㇁㇉
jkkr	㇊㇁
jkks	㇁㇊
jlaa	ȊȊ
jlab	ȋȊ
jlac	Ȋȋ
jlad	ȌȊ
jlae	ȊȌ
jlaf	ȍȊ
jlag	Ȋȍ
jlah	ȎȊ
jlai	ȊȎ
jlaj	ȏȊ
jlak	Ȋȏ
jlal	ȐȊ
jlam	ȊȐ
jlan	ȑȊ
jlao	Ȋȑ
jlap	ȒȊ
jlaq	ȊȒ
jlar	ȓȊ
jlas	Ȋȓ
jlat	ȔȊ
jlau	ȊȔ
jlav	ȕȊ
jlaw	Ȋȕ
jlax	ȖȊ
jlay	ȊȖ
jlaz	ȗȊ
jlba	ۓۓ
jlbb	۔ۓ
jlbc	ۓ۔
jlbd	ەۓ
jlbe	ۓە
jlbf	ۖۓ
jlbg	ۓۖ
jlbh	ۗۓ
jlbi	ۓۗ
jlbj	ۘۓ
jlbk	ۓۘ
jlbl	ۙۓ
jlbm	ۓۙ
jlbn	ۚۓ
jlbo	ۓۚ
jlbp	ۛۓ
jlbq	ۓۛ
jlbr	ۜۓ
jlbs	ۓۜ
jlbt	۝ۓ
jlbu	ۓ۝
jlbv	۞ۓ
jlbw	ۓ۞
jlbx	۟ۓ
jlby	ۓ۟
jlbz	۠ۓ
jlca	ஜஜ
jlcb	஝ஜ
jlcc	ஜ஝
jlcd	ஞஜ
jlce	ஜஞ
jlcf	டஜ
jlcg	ஜட
jlch	஠ஜ
jlci	ஜ஠
jlcj	஡ஜ
jlck	ஜ஡
jlcl	஢ஜ
jlcm	ஜ஢
jlcn	ணஜ
jlco	ஜண
jlcp	தஜ
jlcq	ஜத
jlcr	஥ஜ
jlcs	ஜ஥
jlct	஦ஜ
jlcu	ஜ஦
jlcv	஧ஜ
jlcw	ஜ஧
jlcx	நஜ
jlcy	ஜந
jlcz	னஜ
jlda	ၥၥ
jldb	ၦၥ
jldc	ၥၦ
jldd	ၧၥ
jlde	ၥၧ
jldf	ၨၥ
jldg	ၥၨ
jldh	ၩၥ
jldi	ၥၩ
jldj	ၪၥ
jldk	ၥၪ
jldl	ၫၥ
jldm	ၥၫ
jldn	ၬၥ
jldo	ၥၬ
jldp	ၭၥ
jldq	ၥၭ
jldr	ၮၥ
jlds	ၥၮ
jldt	ၯၥ
jldu	ၥၯ
jldv	ၰၥ
jldw	ၥၰ
jldx	ၱၥ
jldy	ၥၱ
jldz	ၲၥ
jlea	ᔮᔮ
jleb	ᔯᔮ
jlec	ᔮᔯ
jled	ᔰᔮ
jlee	ᔮᔰ
jlef	ᔱᔮ
jleg	ᔮᔱ
jleh	ᔲᔮ
jlei	ᔮᔲ
jlej	ᔳᔮ
jlek	ᔮᔳ
jlel	ᔴᔮ
jlem	ᔮᔴ
jlen	ᔵᔮ
jleo	ᔮᔵ
jlep	ᔶᔮ
jleq	ᔮᔶ
jler	ᔷᔮ
jles	ᔮᔷ
jlet	ᔸᔮ
jleu	ᔮᔸ
jlev	ᔹᔮ
jlew	ᔮᔹ
jlex	ᔺᔮ
jley	ᔮᔺ
jlez	ᔻᔮ
jlfa	᧷᧷
jlfb	᧸᧷
jlfc	᧷᧸
jlfd	᧹᧷
jlfe	᧷᧹
jlff	᧺᧷
jlfg	᧷᧺
jlfh	᧻᧷
jlfi	᧷᧻
jlfj	᧼᧷
jlfk	᧷᧼
jlfl	᧽᧷
jlfm	᧷᧽
jlfn	᧾᧷
jlfo	᧷᧾
jlfp	᧿᧷
jlfq	᧷᧿
jlfr	ᨀ᧷
jlfs	᧷ᨀ
jlft	ᨁ᧷
jlfu	᧷ᨁ
jlfv	ᨂ᧷
jlfw	᧷ᨂ
jlfx	ᨃ᧷
jlfy	᧷ᨃ
jlga	ỀỀ
jlgb	ềỀ
jlgc	Ềề
jlgd	ỂỀ
jlge	ỀỂ
jlgf	ểỀ
jlgg	Ềể
jlgh	ỄỀ
jlgi	ỀỄ
jlgj	ễỀ
jlgk	Ềễ
jlgl	ỆỀ
jlgm	ỀỆ
jlgn	ệỀ
jlgo	Ềệ
jlgp	ỈỀ
jlgq	ỀỈ
jlgr	ỉỀ
jlgs	Ềỉ
jlgt	ỊỀ
jlgu	ỀỊ
jlgv	ịỀ
jlgw	Ềị
jlha	⎉⎉
jlhb	⎊⎉
jlhc	⎉⎊
jlhd	⎋⎉
jlhe	⎉⎋
jlhf	⎌⎉
jlhg	⎉⎌
jlhh	⎍⎉
jlhi	⎉⎍
jlhj	⎎⎉
jlhk	⎉⎎
jlhl	⎏⎉
jlhm	⎉⎏
jlhn	⎐⎉
jlho	⎉⎐
jlhp	⎑⎉
jlhq	⎉⎑
jlhr	⎒⎉
jlhs	⎉⎒
jlht	⎓⎉
jlhu	⎉⎓
jlhv	⎔⎉
jlhw	⎉⎔
jlia	⡒⡒
jlib	⡓⡒
jlic	⡒⡓
jlid	⡔⡒
jlie	⡒⡔
jlif	⡕⡒
jlig	⡒⡕
jlih	⡖⡒
jlii	⡒⡖
jlij	⡗⡒
jlik	⡒⡗
jlil	⡘⡒
jlim	⡒⡘
jlin	⡙⡒
jlio	⡒⡙
jlip	⡚⡒
jliq	⡒⡚
jlir	⡛⡒
jlis	⡒⡛
jlit	⡜⡒
jliu	⡒⡜
jlja	ⴛⴛ
jljb	ⴜⴛ
jljc	ⴛⴜ
jljd	ⴝⴛ
jlje	ⴛⴝ
jljf	ⴞⴛ
jljg	ⴛⴞ
jljh	ⴟⴛ
jlji	ⴛⴟ
jljj	ⴠⴛ
jljk	ⴛⴠ
jljl	ⴡⴛ
jljm	ⴛⴡ
jljn	ⴢⴛ
jljo	ⴛⴢ
jljp	ⴣⴛ
jljq	ⴛⴣ
jljr	ⴤⴛ
jljs	ⴛⴤ
jljt	ⴥⴛ
jlka	㇤㇤
jlkb	㇥㇤
jlkc	㇤㇥
jlkd	㇦㇤
jlke	㇤㇦
jlkf	㇧㇤
jlkg	㇤㇧
jlkh	㇨㇤
jlki	㇤㇨
jlkj	㇩㇤
jlkk	㇤㇩
jlkl	㇪㇤
jlkm	㇤㇪
jlkn	㇫㇤
jlko	㇤㇫
jlkp	㇬㇤
jlkq	㇤㇬
jlkr	㇭㇤
jlks	㇤㇭
jmaa	ȭȭ
jmab	Ȯȭ
jmac	ȭȮ
jmad	ȯȭ
jmae	ȭȯ
jmaf	Ȱȭ
jmag	ȭȰ
jmah	ȱȭ
jmai	ȭȱ
jmaj	Ȳȭ
jmak	ȭȲ
jmal	ȳȭ
jmam	ȭȳ
jman	ȴȭ
jmao	ȭȴ
jmap	ȵȭ
jmaq	ȭȵ
jmar	ȶȭ
jmas	ȭȶ
jmat	ȷȭ
jmau	ȭȷ
jmav	ȸȭ
jmaw	ȭȸ
jmax	ȹȭ
jmay	ȭȹ
jmaz	Ⱥȭ
jmba	۶۶
jmbb	۷۶
jmbc	۶۷
jmbd	۸۶
jmbe	۶۸
jmbf	۹۶
jmbg	۶۹
jmbh	ۺ۶
jmbi	۶ۺ
jmbj	ۻ۶
jmbk	۶ۻ
jmbl	ۼ۶
jmbm	۶ۼ
jmbn	۽۶
jmbo	۶۽
jmbp	۾۶
jmbq	۶۾
jmbr	ۿ۶
jmbs	۶ۿ
jmbt	܀۶
jmbu	۶܀
jmbv	܁۶
jmbw	۶܁
jmbx	܂۶
jmby	۶܂
jmbz	܃۶
jmca	ிி
jmcb	ீி
jmcc	ிீ
jmcd	ுி
jmce	ிு
jmcf	ூி
jmcg	ிூ
jmch	௃ி
jmci	ி௃
jmcj	௄ி
jmck	ி௄
jmcl	௅ி
jmcm	ி௅
jmcn	ெி
jmco	ிெ
jmcp	ேி
jmcq	ிே
jmcr	ைி
jmcs	ிை
jmct	௉ி
jmcu	ி௉
jmcv	ொி
jmcw	ிொ
jmcx	ோி
jmcy	ிோ
jmcz	ௌி
jmda	ႈႈ
jmdb	ႉႈ
jmdc	ႈႉ
jmdd	ႊႈ
jmde	ႈႊ
jmdf	ႋႈ
jmdg	ႈႋ
jmdh	ႌႈ
jmdi	ႈႌ
jmdj	ႍႈ
jmdk	ႈႍ
jmdl	ႎႈ
jmdm	ႈႎ
jmdn	ႏႈ
jmdo	ႈႏ
jmdp	႐ႈ
jmdq	ႈ႐
jmdr	႑ႈ
jmds	ႈ႑
jmdt	႒ႈ
jmdu	ႈ႒
jmdv	႓ႈ
jmdw	ႈ႓
jmdx	႔ႈ
jmdy	ႈ႔
jmdz	႕ႈ
jmea	ᕑᕑ
jmeb	ᕒᕑ
jmec	ᕑᕒ
jmed	ᕓᕑ
jmee	ᕑᕓ
jmef	ᕔᕑ
jmeg	ᕑᕔ
jmeh	ᕕᕑ
jmei	ᕑᕕ
jmej	ᕖᕑ
jmek	ᕑᕖ
jmel	ᕗᕑ
jmem	ᕑᕗ
jmen	ᕘᕑ
jmeo	ᕑᕘ
jmep	ᕙᕑ
jmeq	ᕑᕙ
jmer	ᕚᕑ
jmes	ᕑᕚ
jmet	ᕛᕑ
jmeu	ᕑᕛ
jmev	ᕜᕑ
jmew	ᕑᕜ
jmex	ᕝᕑ
jmey	ᕑᕝ
jmez	ᕞᕑ
jmfa	ᨚᨚ
jmfb	ᨛᨚ
jmfc	ᨚᨛ
jmfd	᨜ᨚ
jmfe	ᨚ᨜
jmff	᨝ᨚ
jmfg	ᨚ᨝
jmfh	᨞ᨚ
jmfi	ᨚ᨞
jmfj	᨟ᨚ
jmfk	ᨚ᨟
jmfl	ᨠᨚ
jmfm	ᨚᨠ
jmfn	ᨡᨚ
jmfo	ᨚᨡ
jmfp	ᨢᨚ
jmfq	ᨚᨢ
jmfr	ᨣᨚ
jmfs	ᨚᨣ
jmft	ᨤᨚ
jmfu	ᨚᨤ
jmfv	ᨥᨚ
jmfw	ᨚᨥ
jmfx	ᨦᨚ
jmfy	ᨚᨦ
jmga	ợợ
jmgb	Ụợ
jmgc	ợỤ
jmgd	ụợ
jmge	ợụ
jmgf	Ủợ
jmgg	ợỦ
jmgh	ủợ
jmgi	ợủ
jmgj	Ứợ
jmgk	ợỨ
jmgl	ứợ
jmgm	ợứ
jmgn	Ừợ
jmgo	ợỪ
jmgp	ừợ
jmgq	ợừ
jmgr	Ửợ
jmgs	ợỬ
jmgt	ửợ
jmgu	ợử
jmgv	Ữợ
jmgw	ợỮ
jmha	⎬⎬
jmhb	⎭⎬
jmhc	⎬⎭
jmhd	⎮⎬
jmhe	⎬⎮
jmhf	⎯⎬
jmhg	⎬⎯
jmhh	⎰⎬
jmhi	⎬⎰
jmhj	⎱⎬
jmhk	⎬⎱
jmhl	⎲⎬
jmhm	⎬⎲
jmhn	⎳⎬
jmho	⎬⎳
jmhp	⎴⎬
jmhq	⎬⎴
jmhr	⎵⎬
jmhs	⎬⎵
jmht	⎶⎬
jmhu	⎬⎶
jmhv	⎷⎬
jmhw	⎬⎷
jmia	⡵⡵
jmib	⡶⡵
jmic	⡵⡶
jmid	⡷⡵
jmie	⡵⡷
jmif	⡸⡵
jmig	⡵⡸
jmih	⡹⡵
jmii	⡵⡹
jmij	⡺⡵
jmik	⡵⡺
jmil	⡻⡵
jmim	⡵⡻
jmin	⡼⡵
jmio	⡵⡼
jmip	⡽⡵
jmiq	⡵⡽
jmir	⡾⡵
jmis	⡵⡾
jmit	⡿⡵
jmiu	⡵⡿
jmja	ⴾⴾ
jmjb	ⴿⴾ
jmjc	ⴾⴿ
jmjd	ⵀⴾ
jmje	ⴾⵀ
jmjf	ⵁⴾ
jmjg	ⴾⵁ
jmjh	ⵂⴾ
jmji	ⴾⵂ
jmjj	ⵃⴾ
jmjk	ⴾⵃ
jmjl	ⵄⴾ
jmjm	ⴾⵄ
jmjn	ⵅⴾ
jmjo	ⴾⵅ
jmjp	ⵆⴾ
jmjq	ⴾⵆ
jmjr	ⵇⴾ
jmjs	ⴾⵇ
jmjt	ⵈⴾ
jmka	㈇㈇
jmkb	㈈㈇
jmkc	㈇㈈
jmkd	㈉㈇
jmke	㈇㈉
jmkf	㈊㈇
jmkg	㈇㈊
jmkh	㈋㈇
jmki	㈇㈋
jmkj	㈌㈇
jmkk	㈇㈌
jmkl	㈍㈇
jmkm	㈇㈍
jmkn	㈎㈇
jmko	㈇㈎
jmkp	㈏㈇
jmkq	㈇㈏
jmkr	㈐㈇
jmks	㈇㈐
jnaa	ɐɐ
jnab	ɑɐ
jnac	ɐɑ
jnad	ɒɐ
jnae	ɐɒ
jnaf	ɓɐ
jnag	ɐɓ
jnah	ɔɐ
jnai	ɐɔ
jnaj	ɕɐ
jnak	ɐɕ
jnal	ɖɐ
jnam	ɐɖ
jnan	ɗɐ
jnao	ɐɗ
jnap	ɘɐ
jnaq	ɐɘ
jnar	əɐ
jnas	ɐə
jnat	ɚɐ
jnau	ɐɚ
jnav	ɛɐ
jnaw	ɐɛ
jnax	ɜɐ
jnay	ɐɜ
jnaz	ɝɐ
jnba	ܙܙ
jnbb	ܚܙ
jnbc	ܙܚ
jnbd	ܛܙ
jnbe	ܙܛ
jnbf	ܜܙ
jnbg	ܙܜ
jnbh	ܝܙ
jnbi	ܙܝ
jnbj	ܞܙ
jnbk	ܙܞ
jnbl	ܟܙ
jnbm	ܙܟ
